gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp3.1.jnnw eval_depth=4 play_depth=4 max_plies=200 seed=455713891 nnue=/root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1586 / 18750 positions
  played 100 games, 3022 / 18750 positions
  played 150 games, 4514 / 18750 positions
  played 200 games, 6039 / 18750 positions
  played 250 games, 7503 / 18750 positions
  played 300 games, 9003 / 18750 positions
  played 350 games, 10480 / 18750 positions
  played 400 games, 11949 / 18750 positions
  played 450 games, 13387 / 18750 positions
  played 500 games, 14983 / 18750 positions
  played 550 games, 16413 / 18750 positions
  played 600 games, 17958 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0363-wdl-bootstrap-scan-style/artefacts.src/sp3.1.jnnw
