gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0293-depthramp-ab/artefacts.src/Bramp-7.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=744 nnue=/root/jass/jobs/results/cpx62-0266-kingloop-deepplay/artefacts.src/gen8.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1441 / 18750 positions
  played 100 games, 2843 / 18750 positions
  played 150 games, 4197 / 18750 positions
  played 200 games, 5544 / 18750 positions
  played 250 games, 6981 / 18750 positions
  played 300 games, 8317 / 18750 positions
  played 350 games, 9682 / 18750 positions
  played 400 games, 11067 / 18750 positions
  played 450 games, 12443 / 18750 positions
  played 500 games, 13821 / 18750 positions
  played 550 games, 15226 / 18750 positions
  played 600 games, 16676 / 18750 positions
  played 650 games, 18060 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0293-depthramp-ab/artefacts.src/Bramp-7.jnnw
