gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp2-14.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=5195 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1511 / 18750 positions
  played 100 games, 3110 / 18750 positions
  played 150 games, 4644 / 18750 positions
  played 200 games, 6211 / 18750 positions
  played 250 games, 7772 / 18750 positions
  played 300 games, 9352 / 18750 positions
  played 350 games, 10904 / 18750 positions
  played 400 games, 12399 / 18750 positions
  played 450 games, 13983 / 18750 positions
  played 500 games, 15510 / 18750 positions
  played 550 games, 17149 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp2-14.jnnw
