gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp2-12.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=27078 nnue=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1610 / 18750 positions
  played 100 games, 3356 / 18750 positions
  played 150 games, 5014 / 18750 positions
  played 200 games, 6673 / 18750 positions
  played 250 games, 8333 / 18750 positions
  played 300 games, 9994 / 18750 positions
  played 350 games, 11614 / 18750 positions
  played 400 games, 13179 / 18750 positions
  played 450 games, 14852 / 18750 positions
  played 500 games, 16569 / 18750 positions
  played 550 games, 18223 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp2-12.jnnw
